CustomerKey,GeographyKey,CustomerAlternateKey,FirstName,LastName,FullName,Gender,DateFirstPurchase,City,State,Country
15322,644,AW00015322,Evan,Green,Evan Green,Male,2022-03-18,Walla Walla,Washington,United States
15323,64,AW00015323,Eduardo,Wilson,Eduardo Wilson,Male,2023-11-20,Shawnee,British Columbia,Canada
15324,513,AW00015324,Renee,Serrano,Renee Serrano,Female,2023-12-17,Central Valley,New York,United States
15325,632,AW00015325,Elijah,Hayes,Elijah Hayes,Male,2022-03-11,Port Orchard,Washington,United States
15326,307,AW00015326,Todd,Zheng,Todd Zheng,Male,2023-08-13,Chula Vista,California,United States
15327,312,AW00015327,Paula,Hernandez,Paula Hernandez,Female,2023-11-25,Coronado,California,United States
15328,359,AW00015328,Fernando,Jackson,Fernando Jackson,Male,2022-03-15,San Diego,California,United States
15329,372,AW00015329,Brianna,Cox,Brianna Cox,Female,2022-03-23,Spring Valley,California,United States
15330,611,AW00015330,Catherine,Richardson,Catherine Richardson,Female,2023-02-09,Bremerton,Washington,United States
15331,542,AW00015331,Jacob,Taylor,Jacob Taylor,Male,2023-04-23,Lake Oswego,Oregon,United States
15332,637,AW00015332,Jason,Sharma,Jason Sharma,Male,2023-11-27,Seattle,Washington,United States
15333,301,AW00015333,Marie,Diaz,Marie Diaz,Female,2022-03-30,Burbank,California,United States
15334,62,AW00015334,Sydney,Williams,Sydney Williams,Female,2023-12-27,Royal Oak,British Columbia,Canada
15335,634,AW00015335,Emily,Patterson,Emily Patterson,Female,2023-11-08,Redmond,Washington,United States
15336,302,AW00015336,Marco,Garcia,Marco Garcia,Male,2024-01-20,Burlingame,California,United States
15337,307,AW00015337,Rachel,Gonzales,Rachel Gonzales,Female,2022-03-31,Chula Vista,California,United States
15338,576,AW00015338,Marie,Navarro,Marie Navarro,Female,2022-04-14,College Station,Texas,United States
15339,322,AW00015339,Noah,Zhang,Noah Zhang,Male,2022-04-14,Fremont,California,United States
15340,43,AW00015340,Brittany,Barnes,Brittany Barnes,Female,2023-03-16,Burnaby,British Columbia,Canada
15341,311,AW00015341,Lacey,Deng,Lacey Deng,Female,2022-04-16,Concord,California,United States
15342,311,AW00015342,Ashlee,Raji,Ashlee Raji,Female,2022-04-15,Concord,California,United States
15343,334,AW00015343,Carson,Barnes,Carson Barnes,Male,2022-03-31,Lakewood,California,United States
15344,352,AW00015344,Luke,Russell,Luke Russell,Male,2023-04-17,Palo Alto,California,United States
15345,361,AW00015345,Ashley,Perry,Ashley Perry,Female,2022-04-05,San Gabriel,California,United States
15346,369,AW00015346,Charles,Rodriguez,Charles Rodriguez,Male,2022-04-05,Santa Monica,California,United States
15347,298,AW00015347,Deanna,Alonso,Deanna Alonso,Female,2022-04-20,Bellflower,California,United States
15348,642,AW00015348,Greg,Carter,Greg Carter,Male,2022-04-10,Tacoma,Washington,United States
15349,374,AW00015349,Stephanie,Gonzalez,Stephanie Gonzalez,Female,2022-04-29,Torrance,California,United States
15350,611,AW00015350,Kathleen,Serrano,Kathleen Serrano,Female,2022-04-15,Bremerton,Washington,United States
15351,612,AW00015351,Steve,Lu,Steve Lu,Male,2022-04-17,Burien,Washington,United States
15352,173,AW00015352,Raymond,Martinez,Raymond Martinez,Male,2023-03-23,Poing,Saarland,Germany
15353,273,AW00015353,Michele,Xu,Michele Xu,Female,2023-03-26,Watford,England,United Kingdom
15354,271,AW00015354,Corey,Kumar,Corey Kumar,Male,2021-09-03,Warrington,England,United Kingdom
15355,186,AW00015355,Janelle,Martinez,Janelle Martinez,Female,2023-11-03,Dunkerque,Nord,France
15356,167,AW00015356,Dawn,Jai,Dawn Jai,Female,2023-03-07,Frankfurt am Main,Saarland,Germany
15357,157,AW00015357,Craig,Navarro,Craig Navarro,Male,2022-01-09,Hannover,Nordrhein-Westfalen,Germany
15358,348,AW00015358,Danielle,Sanders,Danielle Sanders,Female,2023-12-07,Oakland,California,United States
15359,614,AW00015359,Logan,Yang,Logan Yang,Male,2023-09-12,Edmonds,Washington,United States
15360,301,AW00015360,Ryan,Martin,Ryan Martin,Male,2023-12-10,Burbank,California,United States
15361,368,AW00015361,Thomas,Gonzales,Thomas Gonzales,Male,2024-01-24,Santa Cruz,California,United States
15362,63,AW00015362,Jennifer,Adams,Jennifer Adams,Female,2023-06-17,Shawnee,British Columbia,Canada
15363,66,AW00015363,Justin,Yang,Justin Yang,Male,2023-06-27,Sooke,British Columbia,Canada
15364,536,AW00015364,Aidan,Bryant,Aidan Bryant,Male,2022-04-11,Beaverton,Oregon,United States
15365,325,AW00015365,Victoria,Gray,Victoria Gray,Female,2022-05-21,Glendale,California,United States
15366,336,AW00015366,Alyssa,Coleman,Alyssa Coleman,Female,2023-02-22,Lincoln Acres,California,United States
15367,547,AW00015367,Alyssa,White,Alyssa White,Female,2022-05-23,Portland,Oregon,United States
15368,300,AW00015368,Brandi,Martin,Brandi Martin,Female,2023-04-06,Beverly Hills,California,United States
15369,612,AW00015369,Connor,Perez,Connor Perez,Male,2022-05-19,Burien,Washington,United States
15370,543,AW00015370,Jessica,Butler,Jessica Butler,Female,2023-10-08,Lebanon,Oregon,United States
15371,644,AW00015371,Cameron,Bryant,Cameron Bryant,Male,2022-05-16,Walla Walla,Washington,United States
15372,611,AW00015372,Miguel,Alexander,Miguel Alexander,Male,2022-05-29,Bremerton,Washington,United States
15373,616,AW00015373,Kaitlyn,Jones,Kaitlyn Jones,Female,2023-12-13,Everett,Washington,United States
15374,302,AW00015374,Donna,Kumar,Donna Kumar,Female,2022-05-08,Burlingame,California,United States
15375,310,AW00015375,Alisha,Chande,Alisha Chande,Female,2023-07-09,Colma,California,United States
15376,66,AW00015376,Megan,Sanders,Megan Sanders,Female,2023-04-30,Sooke,British Columbia,Canada
15377,69,AW00015377,Brianna,Jackson,Brianna Jackson,Female,2023-02-24,Victoria,British Columbia,Canada
15378,71,AW00015378,Devin,Ward,Devin Ward,Male,2023-02-22,Westminster,British Columbia,Canada
15379,359,AW00015379,Amanda,Griffin,Amanda Griffin,Female,2022-05-14,San Diego,California,United States
15380,623,AW00015380,Nathan,Robinson,Nathan Robinson,Male,2022-05-20,Kirkland,Washington,United States
15381,631,AW00015381,Alexa,Howard,Alexa Howard,Female,2024-01-08,Olympia,Washington,United States
15382,299,AW00015382,Kimberly,Blue,Kimberly Blue,Female,2023-08-04,Berkeley,California,United States
15383,335,AW00015383,Charles,Rivera,Charles Rivera,Male,2024-01-19,Lemon Grove,California,United States
15384,536,AW00015384,Xavier,Alan,Xavier Alan,Male,2023-04-04,Beaverton,Oregon,United States
15385,543,AW00015385,Destiny,Reed,Destiny Reed,Female,2023-04-14,Lebanon,Oregon,United States
15386,635,AW00015386,Nicholas,Taylor,Nicholas Taylor,Male,2023-08-27,Renton,Washington,United States
15387,307,AW00015387,Miguel,Rodriguez,Miguel Rodriguez,Male,2023-11-25,Chula Vista,California,United States
15388,315,AW00015388,Victoria,Smith,Victoria Smith,Female,2022-05-05,Downey,California,United States
15389,352,AW00015389,Joan,King,Joan King,Female,2022-05-29,Palo Alto,California,United States
15390,547,AW00015390,Jonathan,Turner,Jonathan Turner,Male,2023-09-05,Portland,Oregon,United States
15391,56,AW00015391,Jordyn,Powell,Jordyn Powell,Female,2023-06-26,Newton,British Columbia,Canada
15392,374,AW00015392,Sydney,Brown,Sydney Brown,Female,2023-06-11,Torrance,California,United States
15393,299,AW00015393,Rebekah,Ruiz,Rebekah Ruiz,Female,2023-12-25,Berkeley,California,United States
15394,335,AW00015394,Natalie,Wilson,Natalie Wilson,Female,2022-05-25,Lemon Grove,California,United States
15395,69,AW00015395,Joseph,Clark,Joseph Clark,Male,2023-06-26,Victoria,British Columbia,Canada
15396,631,AW00015396,Julia,Wilson,Julia Wilson,Female,2022-05-23,Olympia,Washington,United States
15397,301,AW00015397,Karl,Tang,Karl Tang,Male,2023-02-18,Burbank,California,United States
15398,348,AW00015398,Jose,Wang,Jose Wang,Male,2022-04-30,Oakland,California,United States
15399,299,AW00015399,Mackenzie,Murphy,Mackenzie Murphy,Female,2022-06-12,Berkeley,California,United States
15400,339,AW00015400,Samuel,Roberts,Samuel Roberts,Male,2023-05-01,Mill Valley,California,United States
15401,335,AW00015401,Rachel,Hughes,Rachel Hughes,Female,2023-10-19,Lemon Grove,California,United States
15402,71,AW00015402,Connor,Evans,Connor Evans,Male,2023-06-24,Westminster,British Columbia,Canada
15403,312,AW00015403,Jeremiah,Ross,Jeremiah Ross,Male,2023-06-22,Coronado,California,United States
15404,374,AW00015404,Sydney,Robinson,Sydney Robinson,Female,2022-06-05,Torrance,California,United States
15405,299,AW00015405,Miguel,Ross,Miguel Ross,Male,2023-04-29,Berkeley,California,United States
15406,545,AW00015406,Amanda,Butler,Amanda Butler,Female,2023-03-18,Milwaukie,Oregon,United States
15407,637,AW00015407,Julia,Lee,Julia Lee,Female,2023-11-01,Seattle,Washington,United States
15408,325,AW00015408,Olivia,Thompson,Olivia Thompson,Female,2023-08-31,Glendale,California,United States
15409,633,AW00015409,Eduardo,Cooper,Eduardo Cooper,Male,2022-06-05,Puyallup,Washington,United States
15410,301,AW00015410,Katherine,Harris,Katherine Harris,Female,2022-06-27,Burbank,California,United States
15411,302,AW00015411,Jay,Chandra,Jay Chandra,Male,2022-06-03,Burlingame,California,United States
15412,312,AW00015412,Ryan,Griffin,Ryan Griffin,Male,2023-12-08,Coronado,California,United States
15413,49,AW00015413,Donald,Prasad,Donald Prasad,Male,2023-01-31,Cliffside,British Columbia,Canada
15414,300,AW00015414,Isaac,Richardson,Isaac Richardson,Male,2023-02-09,Beverly Hills,California,United States
15415,641,AW00015415,Rachel,Gray,Rachel Gray,Female,2023-08-26,Spokane,Washington,United States
15416,545,AW00015416,Edward,Barnes,Edward Barnes,Male,2023-10-14,Milwaukie,Oregon,United States
15417,307,AW00015417,Alvin,Lu,Alvin Lu,Male,2022-06-09,Chula Vista,California,United States
15418,60,AW00015418,Angel,Kelly,Angel Kelly,Male,2023-04-17,Port Hammond,British Columbia,Canada
15419,539,AW00015419,Carlos,Baker,Carlos Baker,Male,2022-06-14,Corvallis,Oregon,United States
15420,618,AW00015420,Nathan,Hernandez,Nathan Hernandez,Male,2023-03-02,Issaquah,Washington,United States
15421,635,AW00015421,Cameron,Clark,Cameron Clark,Male,2023-10-28,Renton,Washington,United States
15422,552,AW00015422,Kelly,Griffin,Kelly Griffin,Female,2022-06-14,W. Linn,Oregon,United States
15423,644,AW00015423,Jack,Long,Jack Long,Male,2023-03-10,Walla Walla,Washington,United States
15424,300,AW00015424,Rebecca,Hill,Rebecca Hill,Female,2023-12-19,Beverly Hills,California,United States
15425,4,AW00015425,Tina,Sai,Tina Sai,Female,2022-11-12,Goulburn,New South Wales,Australia
15426,7,AW00015426,Cristina,Kumar,Cristina Kumar,Female,2023-03-26,Malabar,New South Wales,Australia
15427,359,AW00015427,Jade,Murphy,Jade Murphy,Female,2022-06-09,San Diego,California,United States
15428,372,AW00015428,Richard,Howard,Richard Howard,Male,2022-06-15,Spring Valley,California,United States
15429,383,AW00015429,Aaron,Li,Aaron Li,Male,2022-06-20,West Covina,California,United States
15430,612,AW00015430,Alfredo,Jiménez,Alfredo Jiménez,Male,2023-02-03,Burien,Washington,United States
15431,299,AW00015431,John,Jackson,John Jackson,Male,2023-04-26,Berkeley,California,United States
15432,310,AW00015432,Alvin,Kumar,Alvin Kumar,Male,2022-06-21,Colma,California,United States
15433,311,AW00015433,Adam,Sharma,Adam Sharma,Male,2022-06-05,Concord,California,United States
15434,38,AW00015434,Brent,Zhou,Brent Zhou,Male,2023-05-01,South Melbourne,Victoria,Australia
15435,40,AW00015435,Geoffrey,Raman,Geoffrey Raman,Male,2022-11-07,Warrnambool,Victoria,Australia
15436,5,AW00015436,Patricia,Suri,Patricia Suri,Female,2022-11-01,Lane Cove,New South Wales,Australia
15437,11,AW00015437,Candace,Srini,Candace Srini,Female,2023-11-13,North Ryde,New South Wales,Australia
15438,17,AW00015438,Arthur,Rodriguez,Arthur Rodriguez,Male,2022-11-08,St. Leonards,New South Wales,Australia
15439,21,AW00015439,Mason,Evans,Mason Evans,Male,2022-11-02,Caloundra,Queensland,Australia
15440,230,AW00015440,Jon,Pal,Jon Pal,Male,2021-10-01,Berkshire,England,United Kingdom
15441,240,AW00015441,Christy,Zeng,Christy Zeng,Female,2023-04-03,High Wycombe,England,United Kingdom
15442,188,AW00015442,Alejandro,Shen,Alejandro Shen,Male,2023-07-03,Roncq,Nord,France
15443,123,AW00015443,Francisco,Patel,Francisco Patel,Male,2023-02-05,Berlin,Hessen,Germany
15444,278,AW00015444,Roy,Fernandez,Roy Fernandez,Male,2023-04-26,York,England,United Kingdom
15445,225,AW00015445,Bob,Lopez,Bob Lopez,Male,2023-06-27,Orly,Val de Marne,France
15446,215,AW00015446,Levi,Madan,Levi Madan,Male,2023-05-15,Colombes,Hauts de Seine,France
15447,222,AW00015447,Regina,Madan,Regina Madan,Female,2023-05-27,Pantin,Seine Saint Denis,France
15448,264,AW00015448,Omar,She,Omar She,Male,2023-09-07,Oxon,England,United Kingdom
15449,277,AW00015449,Cedric,Yuan,Cedric Yuan,Male,2023-06-04,York,England,United Kingdom
15450,184,AW00015450,Marshall,Black,Marshall Black,Male,2023-03-01,Metz,Moselle,France
15451,211,AW00015451,Linda,Munoz,Linda Munoz,Female,2022-07-09,Les Ulis,Essonne,France
15452,206,AW00015452,Alison,Goel,Alison Goel,Female,2023-03-20,Roissy en Brie,Seine et Marne,France
15453,261,AW00015453,Isabelle,Barnes,Isabelle Barnes,Female,2021-10-05,Newcastle upon Tyne,England,United Kingdom
15454,162,AW00015454,Ian,Bennett,Ian Bennett,Male,2022-01-28,Werne,Nordrhein-Westfalen,Germany
15455,189,AW00015455,Denise,Raman,Denise Raman,Female,2022-07-08,Roubaix,Nord,France
15456,175,AW00015456,Donald,Suri,Donald Suri,Male,2022-01-20,Saarlouis,Saarland,Germany
15457,171,AW00015457,Adriana,Martinez,Adriana Martinez,Female,2021-12-31,Neunkirchen,Saarland,Germany
15458,120,AW00015458,Krystal,Ma,Krystal Ma,Female,2023-08-15,Hof,Bayern,Germany
15459,149,AW00015459,Beth,Dominguez,Beth Dominguez,Female,2023-06-29,Mühlheim,Hamburg,Germany
15460,173,AW00015460,Bethany,Nara,Bethany Nara,Female,2021-12-29,Poing,Saarland,Germany
15461,238,AW00015461,Alberto,Gutierrez,Alberto Gutierrez,Male,2023-02-13,Gateshead,England,United Kingdom
15462,215,AW00015462,Tony,Chande,Tony Chande,Male,2022-07-17,Colombes,Hauts de Seine,France
15463,216,AW00015463,Terrence,Yuan,Terrence Yuan,Male,2022-07-25,Courbevoie,Hauts de Seine,France
15464,22,AW00015464,Kristi,Blanco,Kristi Blanco,Female,2023-09-06,East Brisbane,Queensland,Australia
15465,34,AW00015465,Jacquelyn,Navarro,Jacquelyn Navarro,Female,2023-03-02,Geelong,Victoria,Australia
15466,358,AW00015466,Elijah,Perez,Elijah Perez,Male,2022-06-02,San Carlos,California,United States
15467,301,AW00015467,Caleb,Shan,Caleb Shan,Male,2022-06-22,Burbank,California,United States
15468,65,AW00015468,Emma,Foster,Emma Foster,Female,2023-02-22,Shawnee,British Columbia,Canada
15469,368,AW00015469,Fernando,Williams,Fernando Williams,Male,2023-02-09,Santa Cruz,California,United States
15470,335,AW00015470,Hailey,Lopez,Hailey Lopez,Female,2023-08-15,Lemon Grove,California,United States
15471,352,AW00015471,Destiny,White,Destiny White,Female,2022-06-03,Palo Alto,California,United States
15472,627,AW00015472,Jennifer,Torres,Jennifer Torres,Female,2022-05-31,Marysville,Washington,United States
15473,312,AW00015473,Abigail,Jenkins,Abigail Jenkins,Female,2022-05-30,Coronado,California,United States
15474,300,AW00015474,Cameron,Lal,Cameron Lal,Male,2022-06-20,Beverly Hills,California,United States
15475,385,AW00015475,Kaitlyn,Brooks,Kaitlyn Brooks,Female,2022-06-20,Woodland Hills,California,United States
15476,337,AW00015476,Alyssa,Powell,Alyssa Powell,Female,2023-01-31,Long Beach,California,United States
15477,310,AW00015477,Jose,Adams,Jose Adams,Male,2023-12-14,Colma,California,United States
15478,53,AW00015478,Melanie,Russell,Melanie Russell,Female,2023-01-30,Metchosin,British Columbia,Canada
15479,631,AW00015479,Andrea,Wright,Andrea Wright,Female,2023-11-20,Olympia,Washington,United States
15480,301,AW00015480,Denise,Lopez,Denise Lopez,Female,2022-07-15,Burbank,California,United States
15481,302,AW00015481,Jamie,Zhang,Jamie Zhang,Female,2022-07-14,Burlingame,California,United States
15482,307,AW00015482,Audrey,Rubio,Audrey Rubio,Female,2022-07-11,Chula Vista,California,United States
15483,361,AW00015483,Katherine,Robinson,Katherine Robinson,Female,2022-07-09,San Gabriel,California,United States
15484,383,AW00015484,Samuel,Henderson,Samuel Henderson,Male,2022-07-22,West Covina,California,United States
15485,329,AW00015485,Jordan,Wright,Jordan Wright,Female,2023-03-12,Imperial Beach,California,United States
15486,553,AW00015486,Kevin,Griffin,Kevin Griffin,Male,2023-06-21,Woodburn,Oregon,United States
15487,372,AW00015487,Jesse,Ramirez,Jesse Ramirez,Male,2023-03-07,Spring Valley,California,United States
15488,43,AW00015488,Evan,Richardson,Evan Richardson,Male,2023-06-10,Burnaby,British Columbia,Canada
15489,644,AW00015489,Emily,Thompson,Emily Thompson,Female,2022-07-06,Walla Walla,Washington,United States
15490,60,AW00015490,Kaitlyn,Rivera,Kaitlyn Rivera,Female,2023-07-04,Port Hammond,British Columbia,Canada
15491,403,AW00015491,Shannon,Li,Shannon Li,Female,2022-06-30,Clearwater,Florida,United States
15492,623,AW00015492,Grace,Long,Grace Long,Female,2022-07-06,Kirkland,Washington,United States
15493,543,AW00015493,Eric,Chen,Eric Chen,Male,2022-06-30,Lebanon,Oregon,United States
15494,69,AW00015494,Anna,Ross,Anna Ross,Female,2023-02-26,Victoria,British Columbia,Canada
15495,307,AW00015495,Craig,Alonso,Craig Alonso,Male,2023-12-29,Chula Vista,California,United States
15496,310,AW00015496,Kelli,Goel,Kelli Goel,Female,2023-03-05,Colma,California,United States
15497,347,AW00015497,Katelyn,Phillips,Katelyn Phillips,Female,2022-07-02,Novato,California,United States
15498,64,AW00015498,Alexandra,Washington,Alexandra Washington,Female,2023-02-20,Shawnee,British Columbia,Canada
15499,638,AW00015499,Robert,Thomas,Robert Thomas,Male,2022-07-09,Sedro Woolley,Washington,United States
15500,302,AW00015500,Keith,Raji,Keith Raji,Male,2022-07-22,Burlingame,California,United States
15501,310,AW00015501,Justin,Simmons,Justin Simmons,Male,2022-07-29,Colma,California,United States
15502,539,AW00015502,Nathaniel,Howard,Nathaniel Howard,Male,2022-07-15,Corvallis,Oregon,United States
15503,638,AW00015503,Caitlin,James,Caitlin James,Female,2022-07-07,Sedro Woolley,Washington,United States
15504,618,AW00015504,Jared,James,Jared James,Male,2023-05-19,Issaquah,Washington,United States
15505,552,AW00015505,Gabriella,Bailey,Gabriella Bailey,Female,2023-06-23,W. Linn,Oregon,United States
15506,302,AW00015506,Evan,Sanders,Evan Sanders,Male,2022-07-23,Burlingame,California,United States
15507,70,AW00015507,Hailey,Campbell,Hailey Campbell,Female,2023-01-28,Westminster,British Columbia,Canada
15508,626,AW00015508,Megan,Brooks,Megan Brooks,Female,2023-07-23,Lynnwood,Washington,United States
15509,648,AW00015509,Zachary,Washington,Zachary Washington,Male,2023-03-15,Yakima,Washington,United States
15510,536,AW00015510,Ernest,She,Ernest She,Male,2023-08-22,Beaverton,Oregon,United States
15511,66,AW00015511,Haley,Kelly,Haley Kelly,Female,2023-04-15,Sooke,British Columbia,Canada
15512,607,AW00015512,Jose,Hayes,Jose Hayes,Male,2023-10-23,Ballard,Washington,United States
15513,635,AW00015513,Madeline,Perez,Madeline Perez,Female,2023-08-16,Renton,Washington,United States
15514,644,AW00015514,Angela,Ramirez,Angela Ramirez,Female,2023-05-27,Walla Walla,Washington,United States
15515,648,AW00015515,Carlos,Wright,Carlos Wright,Male,2023-11-30,Yakima,Washington,United States
15516,307,AW00015516,Shaun,Raje,Shaun Raje,Male,2023-07-03,Chula Vista,California,United States
15517,369,AW00015517,Thomas,Edwards,Thomas Edwards,Male,2022-07-01,Santa Monica,California,United States
15518,374,AW00015518,Richard,Bryant,Richard Bryant,Male,2022-07-16,Torrance,California,United States
15519,536,AW00015519,Jennifer,Evans,Jennifer Evans,Female,2023-04-27,Beaverton,Oregon,United States
15520,312,AW00015520,Desiree,Navarro,Desiree Navarro,Female,2022-07-07,Coronado,California,United States
15521,298,AW00015521,Kathryn,Deng,Kathryn Deng,Female,2022-08-03,Bellflower,California,United States
15522,547,AW00015522,Ethan,Russell,Ethan Russell,Male,2023-08-17,Portland,Oregon,United States
15523,627,AW00015523,Jonathan,Yang,Jonathan Yang,Male,2022-08-07,Marysville,Washington,United States
15524,542,AW00015524,Dalton,Stone,Dalton Stone,Male,2023-05-21,Lake Oswego,Oregon,United States
15525,301,AW00015525,Marie,Gonzalez,Marie Gonzalez,Female,2022-08-01,Burbank,California,United States
15526,70,AW00015526,Isabelle,Flores,Isabelle Flores,Female,2023-02-20,Westminster,British Columbia,Canada
15527,329,AW00015527,Megan,Rivera,Megan Rivera,Female,2022-08-13,Imperial Beach,California,United States
15528,545,AW00015528,Lucas,Ramirez,Lucas Ramirez,Male,2022-08-19,Milwaukie,Oregon,United States
15529,626,AW00015529,Jason,Allen,Jason Allen,Male,2022-08-05,Lynnwood,Washington,United States
15530,66,AW00015530,Madison,Johnson,Madison Johnson,Female,2023-12-16,Sooke,British Columbia,Canada
15531,610,AW00015531,Calvin,Raji,Calvin Raji,Male,2022-08-05,Bothell,Washington,United States
15532,307,AW00015532,Marshall,Jai,Marshall Jai,Male,2022-08-27,Chula Vista,California,United States
15533,360,AW00015533,Anna,Richardson,Anna Richardson,Female,2023-08-19,San Francisco,California,United States
15534,547,AW00015534,Steven,Bell,Steven Bell,Male,2022-08-05,Portland,Oregon,United States
15535,302,AW00015535,Jordan,Scott,Jordan Scott,Male,2022-08-23,Burlingame,California,United States
15536,52,AW00015536,Victoria,Thomas,Victoria Thomas,Female,2023-07-25,Langley,British Columbia,Canada
15537,325,AW00015537,Destiny,Peterson,Destiny Peterson,Female,2022-08-05,Glendale,California,United States
15538,326,AW00015538,Luis,Lal,Luis Lal,Male,2022-08-25,Grossmont,California,United States
15539,299,AW00015539,Raul,Goel,Raul Goel,Male,2023-10-13,Berkeley,California,United States
15540,302,AW00015540,Randall,Ortega,Randall Ortega,Male,2022-08-23,Burlingame,California,United States
15541,352,AW00015541,Zoe,Morris,Zoe Morris,Female,2023-08-22,Palo Alto,California,United States
15542,301,AW00015542,Andrea,Baker,Andrea Baker,Female,2022-08-20,Burbank,California,United States
15543,59,AW00015543,Emma,Flores,Emma Flores,Female,2023-04-15,Oak Bay,British Columbia,Canada
15544,325,AW00015544,Thomas,Brown,Thomas Brown,Male,2023-04-28,Glendale,California,United States
15545,307,AW00015545,Jennifer,Rivera,Jennifer Rivera,Female,2023-07-16,Chula Vista,California,United States
15546,552,AW00015546,Robert,Jenkins,Robert Jenkins,Male,2023-12-18,W. Linn,Oregon,United States
15547,314,AW00015547,Cassidy,Wood,Cassidy Wood,Female,2022-08-17,Daly City,California,United States
15548,385,AW00015548,Morgan,Brooks,Morgan Brooks,Female,2022-08-25,Woodland Hills,California,United States
15549,49,AW00015549,Richard,Davis,Richard Davis,Male,2023-01-11,Cliffside,British Columbia,Canada
15550,611,AW00015550,Orlando,Alonso,Orlando Alonso,Male,2023-11-29,Bremerton,Washington,United States
15551,612,AW00015551,Kaylee,Gray,Kaylee Gray,Female,2022-08-22,Burien,Washington,United States
15552,631,AW00015552,Tyler,Lewis,Tyler Lewis,Male,2022-08-19,Olympia,Washington,United States
15553,301,AW00015553,Ivan,Lopez,Ivan Lopez,Male,2022-08-20,Burbank,California,United States
15554,311,AW00015554,Zoe,Bailey,Zoe Bailey,Female,2022-09-03,Concord,California,United States
15555,352,AW00015555,Hailey,Barnes,Hailey Barnes,Female,2022-09-16,Palo Alto,California,United States
15556,65,AW00015556,Dylan,Davis,Dylan Davis,Male,2023-03-03,Shawnee,British Columbia,Canada
15557,348,AW00015557,Nathaniel,Murphy,Nathaniel Murphy,Male,2022-09-05,Oakland,California,United States
15558,633,AW00015558,Hailey,Morris,Hailey Morris,Female,2022-09-01,Puyallup,Washington,United States
15559,49,AW00015559,Devin,Flores,Devin Flores,Male,2023-02-12,Cliffside,British Columbia,Canada
15560,611,AW00015560,Gabrielle,Gray,Gabrielle Gray,Female,2023-05-11,Bremerton,Washington,United States
15561,543,AW00015561,Angel,Young,Angel Young,Male,2022-09-01,Lebanon,Oregon,United States
15562,611,AW00015562,Kaitlyn,James,Kaitlyn James,Female,2022-09-25,Bremerton,Washington,United States
15563,618,AW00015563,Luke,Lopez,Luke Lopez,Male,2023-10-05,Issaquah,Washington,United States
15564,66,AW00015564,Eduardo,Hughes,Eduardo Hughes,Male,2023-05-28,Sooke,British Columbia,Canada
15565,616,AW00015565,Kyle,Mitchell,Kyle Mitchell,Male,2022-08-29,Everett,Washington,United States
15566,57,AW00015566,Aaron,Foster,Aaron Foster,Male,2023-07-07,Newton,British Columbia,Canada
15567,49,AW00015567,Carmen,Madan,Carmen Madan,Female,2023-07-22,Cliffside,British Columbia,Canada
15568,325,AW00015568,Aaron,Hayes,Aaron Hayes,Male,2022-09-25,Glendale,California,United States
15569,536,AW00015569,Morgan,Ward,Morgan Ward,Female,2022-09-16,Beaverton,Oregon,United States
15570,372,AW00015570,Brianna,Powell,Brianna Powell,Female,2022-09-22,Spring Valley,California,United States
15571,65,AW00015571,Angel,Allen,Angel Allen,Male,2023-01-28,Shawnee,British Columbia,Canada
15572,54,AW00015572,Anna,Garcia,Anna Garcia,Female,2023-07-03,N. Vancouver,British Columbia,Canada
15573,634,AW00015573,Thomas,Wilson,Thomas Wilson,Male,2023-10-05,Redmond,Washington,United States
15574,383,AW00015574,Carlos,Peterson,Carlos Peterson,Male,2024-01-07,West Covina,California,United States
15575,23,AW00015575,Alvin,Ye,Alvin Ye,Male,2022-10-29,Gold Coast,Queensland,Australia
15576,9,AW00015576,Carly,Raje,Carly Raje,Female,2022-11-23,Milsons Point,New South Wales,Australia
15577,10,AW00015577,Mayra,Malhotra,Mayra Malhotra,Female,2023-04-04,Newcastle,New South Wales,Australia
15578,35,AW00015578,Diane,Gill,Diane Gill,Female,2022-11-10,Melbourne,Victoria,Australia
15579,31,AW00015579,Brittany,Coleman,Brittany Coleman,Female,2023-02-09,Hobart,Tasmania,Australia
15580,33,AW00015580,Ruben,Raman,Ruben Raman,Male,2022-10-28,Cranbourne,Victoria,Australia
15581,36,AW00015581,Toni,Perez,Toni Perez,Female,2023-08-09,Melton,Victoria,Australia
15582,34,AW00015582,Jeffery,Cai,Jeffery Cai,Male,2022-11-27,Geelong,Victoria,Australia
15583,14,AW00015583,Lindsey,Xu,Lindsey Xu,Female,2023-06-02,Rhodes,New South Wales,Australia
15584,13,AW00015584,Christy,Raji,Christy Raji,Female,2023-03-26,Port Macquarie,New South Wales,Australia
15585,19,AW00015585,Roy,Garcia,Roy Garcia,Male,2022-11-21,Wollongong,New South Wales,Australia
15586,21,AW00015586,Victor,Blanco,Victor Blanco,Male,2022-11-26,Caloundra,Queensland,Australia
15587,33,AW00015587,Jessica,Ward,Jessica Ward,Female,2022-11-18,Cranbourne,Victoria,Australia
15588,4,AW00015588,Kristy,Alvarez,Kristy Alvarez,Female,2022-11-02,Goulburn,New South Wales,Australia
15589,24,AW00015589,Gilbert,He,Gilbert He,Male,2022-11-26,Hawthorne,Queensland,Australia
15590,35,AW00015590,Marshall,Wu,Marshall Wu,Male,2022-11-24,Melbourne,Victoria,Australia
